,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
3138,3139,2007-02-15,Oficina,Alquiler,Tarragona,248,2357240,,
3147,3148,2007-02-18,Industrial,Venta,Tarragona,210,1855770,,
3149,3150,2007-02-19,Casa,Venta,Tarragona,198,1158894,,
3151,3152,2007-02-19,Casa,Venta,Barcelona,61,260775,,
3153,3154,2007-02-20,Casa,Venta,Barcelona,281,1527516,,
3156,3157,2007-02-22,Local,Alquiler,Barcelona,95,435670,,
3157,3158,2007-02-22,Local,Venta,Barcelona,267,1127274,,
3158,3159,2007-02-22,Oficina,Venta,Tarragona,43,305945,,
3161,3162,2007-02-23,Industrial,Venta,Barcelona,261,2186658,,
3163,3164,2007-02-23,Suelo,Venta,Tarragona,256,1175040,,
3165,3166,2007-02-24,Suelo,Venta,Barcelona,87,348696,,
3172,3173,2007-02-27,Suelo,Venta,Barcelona,279,1395837,,
3174,3175,2007-02-27,Local,Alquiler,Tarragona,198,1780812,,
3177,3178,2007-02-28,Casa,Alquiler,Tarragona,113,1028074,,
3178,3179,2007-03-01,Parking,Alquiler,Tarragona,183,904935,,
3182,3183,2007-03-03,Oficina,Venta,Tarragona,61,606279,,
3183,3184,2007-03-03,Piso,Alquiler,Barcelona,266,2233602,,
3184,3185,2007-03-03,Industrial,Venta,Barcelona,251,1913624,,
3187,3188,2007-03-04,Piso,Alquiler,Tarragona,65,311090,,
3188,3189,2007-03-04,Industrial,Alquiler,Tarragona,127,732028,,
3189,3190,2007-03-05,Parking,Venta,Barcelona,213,1324008,,
3190,3191,2007-03-05,Local,Alquiler,Tarragona,230,1057310,,
3191,3192,2007-03-05,Piso,Venta,Barcelona,280,2439640,,
3193,3194,2007-03-07,Parking,Alquiler,Barcelona,62,397606,,
3198,3199,2007-03-08,Oficina,Alquiler,Tarragona,270,1859220,,
3199,3200,2007-03-08,Casa,Alquiler,Tarragona,44,181192,,
3201,3202,2007-03-09,Oficina,Venta,Barcelona,298,1360966,,
3202,3203,2007-03-09,Suelo,Alquiler,Tarragona,183,1694763,,
3207,3208,2007-03-11,Parking,Venta,Tarragona,123,1083261,,
3209,3210,2007-03-12,Local,Venta,Tarragona,136,997968,,
3212,3213,2007-03-14,Casa,Alquiler,Barcelona,53,503871,,
3213,3214,2007-03-14,Suelo,Venta,Tarragona,188,1607588,,
3214,3215,2007-03-14,Industrial,Venta,Tarragona,104,522912,,
3217,3218,2007-03-14,Piso,Venta,Tarragona,93,812913,,
3218,3219,2007-03-15,Oficina,Alquiler,Barcelona,95,905920,,
3224,3225,2007-03-16,Casa,Venta,Tarragona,173,1456487,,
3225,3226,2007-03-16,Local,Venta,Tarragona,145,1128390,,
3226,3227,2007-03-17,Suelo,Venta,Tarragona,162,720576,,
3227,3228,2007-03-17,Piso,Venta,Tarragona,53,325420,,
3228,3229,2007-03-17,Local,Alquiler,Tarragona,201,1194342,,
3229,3230,2007-03-17,Suelo,Alquiler,Barcelona,88,476784,,
3230,3231,2007-03-18,Oficina,Alquiler,Barcelona,106,520672,,
3231,3232,2007-03-18,Industrial,Venta,Tarragona,44,306020,,
3232,3233,2007-03-19,Oficina,Venta,Barcelona,110,713680,,
3234,3235,2007-03-19,Oficina,Alquiler,Tarragona,76,347776,,
3238,3239,2007-03-20,Local,Venta,Barcelona,159,1056714,,
3239,3240,2007-03-21,Oficina,Alquiler,Tarragona,153,774792,,
3240,3241,2007-03-21,Industrial,Alquiler,Tarragona,59,555013,,
3241,3242,2007-03-21,Suelo,Alquiler,Barcelona,60,586920,,
3244,3245,2007-03-22,Industrial,Alquiler,Barcelona,283,1800729,,
3245,3246,2007-03-23,Parking,Venta,Barcelona,144,1035648,,
3246,3247,2007-03-23,Oficina,Venta,Barcelona,95,940310,,
3247,3248,2007-03-23,Piso,Venta,Barcelona,135,1298025,,
3248,3249,2007-03-23,Suelo,Venta,Tarragona,41,192290,,
3249,3250,2007-03-23,Suelo,Alquiler,Tarragona,213,1202811,,
3257,3258,2007-03-27,Local,Venta,Barcelona,182,777868,,
3261,3262,2007-03-28,Casa,Alquiler,Tarragona,243,1608903,,
3262,3263,2007-03-29,Casa,Alquiler,Barcelona,197,1630569,,
3263,3264,2007-03-29,Local,Alquiler,Tarragona,291,1475952,,
3265,3266,2007-03-30,Casa,Alquiler,Tarragona,209,1925935,,
3266,3267,2007-03-31,Casa,Venta,Barcelona,199,1682346,,
3267,3268,2007-04-01,Industrial,Alquiler,Barcelona,300,2908500,,
3268,3269,2007-04-01,Suelo,Alquiler,Tarragona,170,1178610,,
3269,3270,2007-04-01,Suelo,Alquiler,Tarragona,73,622909,,
3270,3271,2007-04-02,Parking,Venta,Tarragona,119,1056839,,
3271,3272,2007-04-02,Oficina,Alquiler,Tarragona,218,1656364,,
3274,3275,2007-04-03,Casa,Venta,Barcelona,42,417564,,
3277,3278,2007-04-05,Oficina,Alquiler,Barcelona,146,725474,,
3279,3280,2007-04-06,Industrial,Venta,Tarragona,163,761536,,
3281,3282,2007-04-06,Parking,Alquiler,Barcelona,220,1296900,,
3284,3285,2007-04-07,Suelo,Alquiler,Tarragona,119,631057,,
3285,3286,2007-04-07,Suelo,Alquiler,Barcelona,257,2490587,,
3286,3287,2007-04-08,Parking,Alquiler,Tarragona,76,443460,,
3287,3288,2007-04-09,Local,Alquiler,Barcelona,293,2065357,,
3291,3292,2007-04-10,Oficina,Alquiler,Tarragona,100,787400,,
3295,3296,2007-04-11,Industrial,Venta,Barcelona,89,414829,,
3297,3298,2007-04-12,Suelo,Venta,Tarragona,282,2689434,,
3301,3302,2007-04-12,Industrial,Alquiler,Tarragona,225,2179125,,
3302,3303,2007-04-12,Local,Alquiler,Barcelona,229,916229,,
3304,3305,2007-04-13,Industrial,Venta,Tarragona,244,1026508,,
3307,3308,2007-04-16,Local,Venta,Tarragona,286,1180036,,
3308,3309,2007-04-16,Piso,Venta,Tarragona,140,760620,,
3309,3310,2007-04-16,Parking,Alquiler,Tarragona,197,825430,,
3310,3311,2007-04-17,Suelo,Alquiler,Tarragona,143,830830,,
3311,3312,2007-04-17,Industrial,Alquiler,Tarragona,277,2129576,,
3312,3313,2007-04-18,Parking,Alquiler,Tarragona,187,1297780,,
3313,3314,2007-04-18,Casa,Venta,Barcelona,284,1808512,,
3314,3315,2007-04-18,Industrial,Venta,Tarragona,179,1386892,,
3315,3316,2007-04-19,Oficina,Alquiler,Barcelona,146,1063902,,
3318,3319,2007-04-21,Industrial,Venta,Tarragona,114,540018,,
3319,3320,2007-04-22,Oficina,Alquiler,Tarragona,44,293172,,
3320,3321,2007-04-23,Parking,Alquiler,Barcelona,81,607014,,
3321,3322,2007-04-23,Local,Venta,Barcelona,44,180048,,
3322,3323,2007-04-23,Piso,Venta,Barcelona,283,2686236,,
3323,3324,2007-04-24,Oficina,Venta,Barcelona,136,807432,,
3324,3325,2007-04-24,Oficina,Alquiler,Tarragona,52,463424,,
3325,3326,2007-04-25,Industrial,Alquiler,Barcelona,296,2078216,,
3326,3327,2007-04-25,Suelo,Alquiler,Barcelona,161,999005,,
3328,3329,2007-04-26,Piso,Venta,Barcelona,264,2517504,,
3329,3330,2007-04-27,Parking,Venta,Barcelona,88,612568,,
3334,3335,2007-04-30,Suelo,Venta,Tarragona,78,740688,,
3335,3336,2007-04-30,Piso,Alquiler,Barcelona,88,397408,,
